CSA,CBSA,MDIV,STCOU,NAME,LSAD,ESTIMATESBASE2020,POPESTIMATE2020,POPESTIMATE2021,POPESTIMATE2022,NPOPCHG2020,NPOPCHG2021,NPOPCHG2022
316,29020,,18067,"Howard County, IN",County or equivalent,83659,83588,83642,83574,-71,54,-68
316,37940,,,"Peru, IN",Micropolitan Statistical Area,35972,35913,36032,35674,-59,119,-358
316,37940,,18103,"Miami County, IN",County or equivalent,35972,35913,36032,35674,-59,119,-358
318,,,,"Lafayette-Opelousas-Morgan City, LA",Combined Statistical Area,610314,609665,610380,610687,-649,715,307
318,29180,,,"Lafayette, LA",Metropolitan Statistical Area,478357,478220,479909,481125,-137,1689,1216
318,29180,,22001,"Acadia Parish, LA",County or equivalent,57569,57472,57262,56744,-97,-210,-518
318,29180,,22045,"Iberia Parish, LA",County or equivalent,70293,70054,69298,68327,-239,-756,-971
318,29180,,22055,"Lafayette Parish, LA",County or equivalent,241756,242148,244922,247866,392,2774,2944
318,29180,,22099,"St. Martin Parish, LA",County or equivalent,51766,51628,51573,51236,-138,-55,-337
318,29180,,22113,"Vermilion Parish, LA",County or equivalent,56973,56918,56854,56952,-55,-64,98
318,34020,,,"Morgan City, LA",Micropolitan Statistical Area,49405,49143,48188,47789,-262,-955,-399
318,34020,,22101,"St. Mary Parish, LA",County or equivalent,49405,49143,48188,47789,-262,-955,-399
318,36660,,,"Opelousas, LA",Micropolitan Statistical Area,82552,82302,82283,81773,-250,-19,-510
318,36660,,22097,"St. Landry Parish, LA",County or equivalent,82552,82302,82283,81773,-250,-19,-510
320,,,,"Lafayette-West Lafayette-Frankfort, IN",Combined Statistical Area,256897,257014,258266,259295,117,1252,1029
320,23140,,,"Frankfort, IN",Micropolitan Statistical Area,33188,33174,33025,32843,-14,-149,-182
320,23140,,18023,"Clinton County, IN",County or equivalent,33188,33174,33025,32843,-14,-149,-182
320,29200,,,"Lafayette-West Lafayette, IN",Metropolitan Statistical Area,223709,223840,225241,226452,131,1401,1211
320,29200,,18007,"Benton County, IN",County or equivalent,8720,8716,8714,8719,-4,-2,5
320,29200,,18015,"Carroll County, IN",County or equivalent,20304,20331,20502,20555,27,171,53
320,29200,,18157,"Tippecanoe County, IN",County or equivalent,186249,186369,187566,188717,120,1197,1151
320,29200,,18171,"Warren County, IN",County or equivalent,8436,8424,8459,8461,-12,35,2
324,,,,"Lake Charles-Jennings, LA",Combined Statistical Area,254648,254298,242607,239346,-350,-11691,-3261
324,27660,,,"Jennings, LA",Micropolitan Statistical Area,32250,32210,32413,32026,-40,203,-387
324,27660,,22053,"Jefferson Davis Parish, LA",County or equivalent,32250,32210,32413,32026,-40,203,-387
324,29340,,,"Lake Charles, LA",Metropolitan Statistical Area,222398,222088,210194,207320,-310,-11894,-2874
324,29340,,22019,"Calcasieu Parish, LA",County or equivalent,216779,216465,205095,202418,-314,-11370,-2677
324,29340,,22023,"Cameron Parish, LA",County or equivalent,5619,5623,5099,4902,4,-524,-197
332,,,,"Las Vegas-Henderson, NV",Combined Statistical Area,2317059,2326694,2348471,2377723,9635,21777,29252
332,29820,,,"Las Vegas-Henderson-Paradise, NV",Metropolitan Statistical Area,2265469,2274734,2295194,2322985,9265,20460,27791
332,29820,,32003,"Clark County, NV",County or equivalent,2265469,2274734,2295194,2322985,9265,20460,27791
332,37220,,,"Pahrump, NV",Micropolitan Statistical Area,51590,51960,53277,54738,370,1317,1461
332,37220,,32023,"Nye County, NV",County or equivalent,51590,51960,53277,54738,370,1317,1461
336,,,,"Lexington-Fayette--Richmond--Frankfort, KY",Combined Statistical Area,746052,746936,747130,750424,884,194,3294
336,23180,,,"Frankfort, KY",Micropolitan Statistical Area,75390,75459,75726,75831,69,267,105
336,23180,,21005,"Anderson County, KY",County or equivalent,23851,23870,24043,24224,19,173,181
336,23180,,21073,"Franklin County, KY",County or equivalent,51539,51589,51683,51607,50,94,-76
336,30460,,,"Lexington-Fayette, KY",Metropolitan Statistical Area,516824,517378,516627,517916,554,-751,1289
336,30460,,21017,"Bourbon County, KY",County or equivalent,20250,20290,20218,20093,40,-72,-125
336,30460,,21049,"Clark County, KY",County or equivalent,36993,37037,36925,37061,44,-112,136
336,30460,,21067,"Fayette County, KY",County or equivalent,322567,322613,320473,320347,46,-2140,-126
336,30460,,21113,"Jessamine County, KY",County or equivalent,52987,53016,53609,54254,29,593,645
336,30460,,21209,"Scott County, KY",County or equivalent,57153,57520,58312,59099,367,792,787
336,30460,,21239,"Woodford County, KY",County or equivalent,26874,26902,27090,27062,28,188,-28
336,34460,,,"Mount Sterling, KY",Micropolitan Statistical Area,46965,46955,47214,47446,-10,259,232
336,34460,,21011,"Bath County, KY",County or equivalent,12747,12716,12774,12829,-31,58,55
336,34460,,21165,"Menifee County, KY",County or equivalent,6114,6135,6209,6250,21,74,41
336,34460,,21173,"Montgomery County, KY",County or equivalent,28104,28104,28231,28367,0,127,136
336,40080,,,"Richmond-Berea, KY",Micropolitan Statistical Area,106873,107144,107563,109231,271,419,1668
336,40080,,21065,"Estill County, KY",County or equivalent,14166,14161,14090,14044,-5,-71,-46
336,40080,,21151,"Madison County, KY",County or equivalent,92707,92983,93473,95187,276,490,1714
338,,,,"Lima-Van Wert-Celina, OH",Combined Statistical Area,220090,220013,219177,218180,-77,-836,-997
338,16380,,,"Celina, OH",Micropolitan Statistical Area,42528,42526,42369,42348,-2,-157,-21
338,16380,,39107,"Mercer County, OH",County or equivalent,42528,42526,42369,42348,-2,-157,-21
338,30620,,,"Lima, OH",Metropolitan Statistical Area,102204,102107,101792,101115,-97,-315,-677
338,30620,,39003,"Allen County, OH",County or equivalent,102204,102107,101792,101115,-97,-315,-677
338,46780,,,"Van Wert, OH",Micropolitan Statistical Area,28937,28919,28776,28769,-18,-143,-7
338,46780,,39161,"Van Wert County, OH",County or equivalent,28937,28919,28776,28769,-18,-143,-7
338,47540,,,"Wapakoneta, OH",Micropolitan Statistical Area,46421,46461,46240,45948,40,-221,-292
338,47540,,39011,"Auglaize County, OH",County or equivalent,46421,46461,46240,45948,40,-221,-292
339,,,,"Lincoln-Beatrice, NE",Combined Statistical Area,361929,362411,362615,364031,482,204,1416
339,13100,,,"Beatrice, NE",Micropolitan Statistical Area,21706,21653,21611,21583,-53,-42,-28
339,13100,,31067,"Gage County, NE",County or equivalent,21706,21653,21611,21583,-53,-42,-28
339,30700,,,"Lincoln, NE",Metropolitan Statistical Area,340223,340758,341004,342448,535,246,1444
339,30700,,31109,"Lancaster County, NE",County or equivalent,322615,323144,323420,324756,529,276,1336
339,30700,,31159,"Seward County, NE",County or equivalent,17608,17614,17584,17692,6,-30,108
340,,,,"Little Rock-North Little Rock, AR",Combined Statistical Area,912603,913063,915384,919999,460,2321,4615
340,30780,,,"Little Rock-North Little Rock-Conway, AR",Metropolitan Statistical Area,748036,748940,751937,757615,904,2997,5678
340,30780,,5045,"Faulkner County, AR",County or equivalent,123498,123811,125645,127665,313,1834,2020
340,30780,,5053,"Grant County, AR",County or equivalent,17966,18022,18149,18160,56,127,11
340,30780,,5085,"Lonoke County, AR",County or equivalent,74010,74046,74766,75225,36,720,459
340,30780,,5105,"Perry County, AR",County or equivalent,10021,10000,9989,10063,-21,-11,74
340,30780,,5119,"Pulaski County, AR",County or equivalent,399117,399246,398069,399145,129,-1177,1076
340,30780,,5125,"Saline County, AR",County or equivalent,123424,123815,125319,127357,391,1504,2038
340,38220,,,"Pine Bluff, AR",Metropolitan Statistical Area,87745,87272,86290,84629,-473,-982,-1661
340,38220,,5025,"Cleveland County, AR",County or equivalent,7548,7550,7490,7467,2,-60,-23
340,38220,,5069,"Jefferson County, AR",County or equivalent,67261,66833,65649,64246,-428,-1184,-1403
340,38220,,5079,"Lincoln County, AR",County or equivalent,12936,12889,13151,12916,-47,262,-235
340,42620,,,"Searcy, AR",Micropolitan Statistical Area,76822,76851,77157,77755,29,306,598
340,42620,,5145,"White County, AR",County or equivalent,76822,76851,77157,77755,29,306,598
348,,,,"Los Angeles-Long Beach, CA",Combined Statistical Area,18644703,18627148,18458265,18372485,-17555,-168883,-85780
348,31080,,,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Statistical Area,13201021,13177752,12972847,12872322,-23269,-204905,-100525
348,31080,11244,,"Anaheim-Santa Ana-Irvine, CA",Metropolitan Division,3186979,3185516,3161005,3151184,-1463,-24511,-9821
348,31080,11244,6059,"Orange County, CA",County or equivalent,3186979,3185516,3161005,3151184,-1463,-24511,-9821
348,31080,31084,,"Los Angeles-Long Beach-Glendale, CA",Metropolitan Division,10014042,9992236,9811842,9721138,-21806,-180394,-90704
348,31080,31084,6037,"Los Angeles County, CA",County or equivalent,10014042,9992236,9811842,9721138,-21806,-180394,-90704
348,37100,,,"Oxnard-Thousand Oaks-Ventura, CA",Metropolitan Statistical Area,843843,843310,839358,832605,-533,-3952,-6753
348,37100,,6111,"Ventura County, CA",County or equivalent,843843,843310,839358,832605,-533,-3952,-6753
348,40140,,,"Riverside-San Bernardino-Ontario, CA",Metropolitan Statistical Area,4599839,4606086,4646060,4667558,6247,39974,21498
348,40140,,6065,"Riverside County, CA",County or equivalent,2418177,2422847,2453178,2473902,4670,30331,20724
348,40140,,6071,"San Bernardino County, CA",County or equivalent,2181662,2183239,2192882,2193656,1577,9643,774
350,,,,"Louisville/Jefferson County--Elizabethtown--Bardstown, KY-IN",Combined Statistical Area,1512091,1512924,1512794,1513559,833,-130,765
350,12680,,,"Bardstown, KY",Micropolitan Statistical Area,46737,46784,47149,47392,47,365,243
350,12680,,21179,"Nelson County, KY",County or equivalent,46737,46784,47149,47392,47,365,243
350,21060,,,"Elizabethtown-Fort Knox, KY",Metropolitan Statistical Area,155574,155723,156922,157026,149,1199,104
350,21060,,21093,"Hardin County, KY",County or equivalent,110694,110816,111766,111862,122,950,96
350,21060,,21123,"Larue County, KY",County or equivalent,14869,14877,15024,15163,8,147,139
350,21060,,21163,"Meade County, KY",County or equivalent,30011,30030,30132,30001,19,102,-131
350,31140,,,"Louisville/Jefferson County, KY-IN",Metropolitan Statistical Area,1285397,1286046,1284286,1284553,649,-1760,267
350,31140,,18019,"Clark County, IN",County or equivalent,121091,121353,122847,124237,262,1494,1390
350,31140,,18043,"Floyd County, IN",County or equivalent,80474,80509,80606,80714,35,97,108
350,31140,,18061,"Harrison County, IN",County or equivalent,39649,39662,39817,39851,13,155,34
350,31140,,18175,"Washington County, IN",County or equivalent,28176,28242,28151,28224,66,-91,73
350,31140,,21029,"Bullitt County, KY",County or equivalent,82226,82355,83076,83836,129,721,760
350,31140,,21103,"Henry County, KY",County or equivalent,15682,15697,15704,15771,15,7,67
350,31140,,21111,"Jefferson County, KY",County or equivalent,782956,782783,777378,773399,-173,-5405,-3979
350,31140,,21185,"Oldham County, KY",County or equivalent,67609,67692,68232,69431,83,540,1199
350,31140,,21211,"Shelby County, KY",County or equivalent,48101,48243,48580,48886,142,337,306
350,31140,,21215,"Spencer County, KY",County or equivalent,19433,19510,19895,20204,77,385,309
350,42500,,,"Scottsburg, IN",Micropolitan Statistical Area,24383,24371,24437,24588,-12,66,151
350,42500,,18143,"Scott County, IN",County or equivalent,24383,24371,24437,24588,-12,66,151
352,,,,"Lubbock-Plainview-Levelland, TX",Combined Statistical Area,375431,376235,378824,381271,804,2589,2447
352,30220,,,"Levelland, TX",Micropolitan Statistical Area,21543,21503,21256,21161,-40,-247,-95
352,30220,,48219,"Hockley County, TX",County or equivalent,21543,21503,21256,21161,-40,-247,-95
352,31180,,,"Lubbock, TX",Metropolitan Statistical Area,321362,322267,325334,328283,905,3067,2949
352,31180,,48107,"Crosby County, TX",County or equivalent,5125,5093,5085,4998,-32,-8,-87
352,31180,,48303,"Lubbock County, TX",County or equivalent,310642,311564,314597,317561,922,3033,2964
352,31180,,48305,"Lynn County, TX",County or equivalent,5595,5610,5652,5724,15,42,72
352,38380,,,"Plainview, TX",Micropolitan Statistical Area,32526,32465,32234,31827,-61,-231,-407
352,38380,,48189,"Hale County, TX",County or equivalent,32526,32465,32234,31827,-61,-231,-407
356,,,,"Macon-Bibb County--Warner Robins, GA",Combined Statistical Area,425436,425974,428562,432109,538,2588,3547
356,31420,,,"Macon-Bibb County, GA",Metropolitan Statistical Area,233806,233591,233161,233916,-215,-430,755
356,31420,,13021,"Bibb County, GA",County or equivalent,157347,157025,155985,156197,-322,-1040,212
356,31420,,13079,"Crawford County, GA",County or equivalent,12130,12103,12139,12140,-27,36,1
356,31420,,13169,"Jones County, GA",County or equivalent,28351,28397,28409,28472,46,12,63
356,31420,,13207,"Monroe County, GA",County or equivalent,27955,28055,28729,29427,100,674,698
356,31420,,13289,"Twiggs County, GA",County or equivalent,8023,8011,7899,7680,-12,-112,-219
356,47580,,,"Warner Robins, GA",Metropolitan Statistical Area,191630,192383,195401,198193,753,3018,2792
356,47580,,13153,"Houston County, GA",County or equivalent,163641,164343,167156,169631,702,2813,2475
356,47580,,13225,"Peach County, GA",County or equivalent,27989,28040,28245,28562,51,205,317
357,,,,"Madison-Janesville-Beloit, WI",Combined Statistical Area,910260,911382,910855,916914,1122,-527,6059
357,12660,,,"Baraboo, WI",Micropolitan Statistical Area,65780,65793,65740,65777,13,-53,37
357,12660,,55111,"Sauk County, WI",County or equivalent,65780,65793,65740,65777,13,-53,37
357,27500,,,"Janesville-Beloit, WI",Metropolitan Statistical Area,163692,163751,164192,164060,59,441,-132
357,27500,,55105,"Rock County, WI",County or equivalent,163692,163751,164192,164060,59,441,-132
357,31540,,,"Madison, WI",Metropolitan Statistical Area,680788,681838,680923,687077,1050,-915,6154
357,31540,,55021,"Columbia County, WI",County or equivalent,58480,58516,58404,58193,36,-112,-211
357,31540,,55025,"Dane County, WI",County or equivalent,561507,562577,561724,568203,1070,-853,6479
357,31540,,55045,"Green County, WI",County or equivalent,37092,37036,37018,36816,-56,-18,-202
357,31540,,55049,"Iowa County, WI",County or equivalent,23709,23709,23777,23865,0,68,88
359,,,,"Mankato-New Ulm, MN",Combined Statistical Area,129507,129618,129617,129795,111,-1,178
359,31860,,,"Mankato, MN",Metropolitan Statistical Area,103593,103715,103734,104072,122,19,338
359,31860,,27013,"Blue Earth County, MN",County or equivalent,69129,69211,69361,69631,82,150,270
359,31860,,27103,"Nicollet County, MN",County or equivalent,34464,34504,34373,34441,40,-131,68
359,35580,,,"New Ulm, MN",Micropolitan Statistical Area,25914,25903,25883,25723,-11,-20,-160
359,35580,,27015,"Brown County, MN",County or equivalent,25914,25903,25883,25723,-11,-20,-160
360,,,,"Mansfield-Ashland-Bucyrus, OH",Combined Statistical Area,219386,219433,219464,219022,47,31,-442
360,11740,,,"Ashland, OH",Micropolitan Statistical Area,52443,52468,52340,52181,25,-128,-159
360,11740,,39005,"Ashland County, OH",County or equivalent,52443,52468,52340,52181,25,-128,-159
360,15340,,,"Bucyrus-Galion, OH",Micropolitan Statistical Area,42010,42003,41797,41522,-7,-206,-275
360,15340,,39033,"Crawford County, OH",County or equivalent,42010,42003,41797,41522,-7,-206,-275
360,31900,,,"Mansfield, OH",Metropolitan Statistical Area,124933,124962,125327,125319,29,365,-8
360,31900,,39139,"Richland County, OH",County or equivalent,124933,124962,125327,125319,29,365,-8
361,,,,"Marinette-Iron Mountain, WI-MI",Combined Statistical Area,95881,95793,95553,95816,-88,-240,263
361,27020,,,"Iron Mountain, MI-WI",Micropolitan Statistical Area,30507,30458,30381,30562,-49,-77,181
361,27020,,26043,"Dickinson County, MI",County or equivalent,25952,25898,25795,25874,-54,-103,79
361,27020,,55037,"Florence County, WI",County or equivalent,4555,4560,4586,4688,5,26,102
361,31940,,,"Marinette, WI-MI",Micropolitan Statistical Area,65374,65335,65172,65254,-39,-163,82
361,31940,,26109,"Menominee County, MI",County or equivalent,23500,23450,23323,23266,-50,-127,-57
361,31940,,55075,"Marinette County, WI",County or equivalent,41874,41885,41849,41988,11,-36,139
362,,,,"Martin-Union City, TN",Combined Statistical Area,63690,63666,63368,63457,-24,-298,89
362,32280,,,"Martin, TN",Micropolitan Statistical Area,32902,32899,32870,33063,-3,-29,193
362,32280,,47183,"Weakley County, TN",County or equivalent,32902,32899,32870,33063,-3,-29,193
362,46460,,,"Union City, TN",Micropolitan Statistical Area,30788,30767,30498,30394,-21,-269,-104
362,46460,,47131,"Obion County, TN",County or equivalent,30788,30767,30498,30394,-21,-269,-104
365,,,,"McAllen-Edinburg, TX",Combined Statistical Area,936714,938667,946605,954095,1953,7938,7490
365,32580,,,"McAllen-Edinburg-Mission, TX",Metropolitan Statistical Area,870796,872806,880633,888367,2010,7827,7734
365,32580,,48215,"Hidalgo County, TX",County or equivalent,870796,872806,880633,888367,2010,7827,7734
365,40100,,,"Rio Grande City-Roma, TX",Micropolitan Statistical Area,65918,65861,65972,65728,-57,111,-244
365,40100,,48427,"Starr County, TX",County or equivalent,65918,65861,65972,65728,-57,111,-244
366,,,,"Medford-Grants Pass, OR",Combined Statistical Area,311354,311849,312917,309374,495,1068,-3543
366,24420,,,"Grants Pass, OR",Metropolitan Statistical Area,88092,88235,88590,87730,143,355,-860
366,24420,,41033,"Josephine County, OR",County or equivalent,88092,88235,88590,87730,143,355,-860
366,32780,,,"Medford, OR",Metropolitan Statistical Area,223262,223614,224327,221644,352,713,-2683
366,32780,,41029,"Jackson County, OR",County or equivalent,223262,223614,224327,221644,352,713,-2683
368,,,,"Memphis-Forrest City, TN-MS-AR",Combined Statistical Area,1360876,1361404,1358108,1354756,528,-3296,-3352
368,22620,,,"Forrest City, AR",Micropolitan Statistical Area,23089,23013,22701,22451,-76,-312,-250
368,22620,,5123,"St. Francis County, AR",County or equivalent,23089,23013,22701,22451,-76,-312,-250
368,32820,,,"Memphis, TN-MS-AR",Metropolitan Statistical Area,1337787,1338391,1335407,1332305,604,-2984,-3102
368,32820,,5035,"Crittenden County, AR",County or equivalent,48169,48086,47475,47061,-83,-611,-414
368,32820,,28033,"DeSoto County, MS",County or equivalent,185317,186107,189042,191723,790,2935,2681
368,32820,,28093,"Marshall County, MS",County or equivalent,33755,33778,33820,34110,23,42,290
368,32820,,28137,"Tate County, MS",County or equivalent,28066,28117,28118,28296,51,1,178
368,32820,,28143,"Tunica County, MS",County or equivalent,9777,9723,9652,9458,-54,-71,-194
368,32820,,47047,"Fayette County, TN",County or equivalent,42002,42151,42899,43630,149,748,731
368,32820,,47157,"Shelby County, TN",County or equivalent,929722,929388,923352,916371,-334,-6036,-6981
368,32820,,47167,"Tipton County, TN",County or equivalent,60979,61041,61049,61656,62,8,607
370,,,,"Miami-Port St. Lucie-Fort Lauderdale, FL",Combined Statistical Area,6868666,6866317,6859984,6909110,-2349,-6333,49126
370,28580,,,"Key West, FL",Micropolitan Statistical Area,82879,82852,82265,81708,-27,-587,-557
370,28580,,12087,"Monroe County, FL",County or equivalent,82879,82852,82265,81708,-27,-587,-557
370,33100,,,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan Statistical Area,6138336,6132940,6109373,6139340,-5396,-23567,29967
370,33100,22744,,"Fort Lauderdale-Pompano Beach-Sunrise, FL",Metropolitan Division,1944376,1943266,1935729,1947026,-1110,-7537,11297
370,33100,22744,12011,"Broward County, FL",County or equivalent,1944376,1943266,1935729,1947026,-1110,-7537,11297
370,33100,33124,,"Miami-Miami Beach-Kendall, FL",Metropolitan Division,2701762,2695501,2670421,2673837,-6261,-25080,3416
370,33100,33124,12086,"Miami-Dade County, FL",County or equivalent,2701762,2695501,2670421,2673837,-6261,-25080,3416
370,33100,48424,,"West Palm Beach-Boca Raton-Boynton Beach, FL",Metropolitan Division,1492198,1494173,1503223,1518477,1975,9050,15254
370,33100,48424,12099,"Palm Beach County, FL",County or equivalent,1492198,1494173,1503223,1518477,1975,9050,15254
370,38940,,,"Port St. Lucie, FL",Metropolitan Statistical Area,487662,490086,504532,520710,2424,14446,16178
370,38940,,12085,"Martin County, FL",County or equivalent,158435,158658,160249,162006,223,1591,1757
370,38940,,12111,"St. Lucie County, FL",County or equivalent,329227,331428,344283,358704,2201,12855,14421
370,42680,,,"Sebastian-Vero Beach, FL",Metropolitan Statistical Area,159789,160439,163814,167352,650,3375,3538
370,42680,,12061,"Indian River County, FL",County or equivalent,159789,160439,163814,167352,650,3375,3538
372,,,,"Midland-Odessa, TX",Combined Statistical Area,340394,341085,334178,338085,691,-6907,3907
372,33260,,,"Midland, TX",Metropolitan Statistical Area,175223,175600,173414,177216,377,-2186,3802
372,33260,,48317,"Martin County, TX",County or equivalent,5239,5252,5208,5217,13,-44,9
372,33260,,48329,"Midland County, TX",County or equivalent,169984,170348,168206,171999,364,-2142,3793
372,36220,,,"Odessa, TX",Metropolitan Statistical Area,165171,165485,160764,160869,314,-4721,105
372,36220,,48135,"Ector County, TX",County or equivalent,165171,165485,160764,160869,314,-4721,105
376,,,,"Milwaukee-Racine-Waukesha, WI",Combined Statistical Area,2053216,2052781,2039167,2035084,-435,-13614,-4083
376,13180,,,"Beaver Dam, WI",Micropolitan Statistical Area,89398,89353,88657,88282,-45,-696,-375
376,13180,,55027,"Dodge County, WI",County or equivalent,89398,89353,88657,88282,-45,-696,-375
376,33340,,,"Milwaukee-Waukesha, WI",Metropolitan Statistical Area,1574721,1574391,1563075,1559792,-330,-11316,-3283
376,33340,,55079,"Milwaukee County, WI",County or equivalent,939495,938527,924207,918661,-968,-14320,-5546
376,33340,,55089,"Ozaukee County, WI",County or equivalent,91499,91613,92551,93009,114,938,458
376,33340,,55131,"Washington County, WI",County or equivalent,136756,136784,137237,137688,28,453,451
376,33340,,55133,"Waukesha County, WI",County or equivalent,406971,407467,409080,410434,496,1613,1354
376,39540,,,"Racine, WI",Metropolitan Statistical Area,197720,197536,196439,195846,-184,-1097,-593
376,39540,,55101,"Racine County, WI",County or equivalent,197720,197536,196439,195846,-184,-1097,-593
376,48020,,,"Watertown-Fort Atkinson, WI",Micropolitan Statistical Area,86151,86193,85796,85784,42,-397,-12
376,48020,,55055,"Jefferson County, WI",County or equivalent,86151,86193,85796,85784,42,-397,-12
376,48580,,,"Whitewater, WI",Micropolitan Statistical Area,105226,105308,105200,105380,82,-108,180
376,48580,,55127,"Walworth County, WI",County or equivalent,105226,105308,105200,105380,82,-108,180
378,,,,"Minneapolis-St. Paul, MN-WI",Combined Statistical Area,4078787,4082458,4081236,4085415,3671,-1222,4179
378,22060,,,"Faribault-Northfield, MN",Micropolitan Statistical Area,67098,67086,67375,67693,-12,289,318
378,22060,,27131,"Rice County, MN",County or equivalent,67098,67086,67375,67693,-12,289,318
378,26780,,,"Hutchinson, MN",Micropolitan Statistical Area,36759,36738,36807,36714,-21,69,-93
378,26780,,27085,"McLeod County, MN",County or equivalent,36759,36738,36807,36714,-21,69,-93
378,33460,,,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,3690272,3693860,3690987,3693729,3588,-2873,2742
378,33460,,27003,"Anoka County, MN",County or equivalent,363892,364458,367416,368864,566,2958,1448
378,33460,,27019,"Carver County, MN",County or equivalent,106914,107284,108826,110034,370,1542,1208
378,33460,,27025,"Chisago County, MN",County or equivalent,56621,56713,57544,57988,92,831,444
378,33460,,27037,"Dakota County, MN",County or equivalent,439884,440393,442773,443341,509,2380,568
378,33460,,27053,"Hennepin County, MN",County or equivalent,1281568,1281568,1266736,1260121,0,-14832,-6615
378,33460,,27059,"Isanti County, MN",County or equivalent,41133,41385,41951,42727,252,566,776
378,33460,,27079,"Le Sueur County, MN",County or equivalent,28672,28639,28918,29153,-33,279,235
378,33460,,27095,"Mille Lacs County, MN",County or equivalent,26467,26462,26892,27280,-5,430,388
378,33460,,27123,"Ramsey County, MN",County or equivalent,552362,551699,542861,536413,-663,-8838,-6448
378,33460,,27139,"Scott County, MN",County or equivalent,150930,151350,153408,154520,420,2058,1112
378,33460,,27141,"Sherburne County, MN",County or equivalent,97186,97580,99248,100824,394,1668,1576
378,33460,,27163,"Washington County, MN",County or equivalent,267563,268372,272610,275912,809,4238,3302
378,33460,,27171,"Wright County, MN",County or equivalent,141336,141860,145143,148003,524,3283,2860
378,33460,,55093,"Pierce County, WI",County or equivalent,42205,42223,41606,42532,18,-617,926
378,33460,,55109,"St. Croix County, WI",County or equivalent,93539,93874,95055,96017,335,1181,962
378,36940,,,"Owatonna, MN",Micropolitan Statistical Area,37400,37375,37409,37398,-25,34,-11
378,36940,,27147,"Steele County, MN",County or equivalent,37400,37375,37409,37398,-25,34,-11
378,39860,,,"Red Wing, MN",Micropolitan Statistical Area,47580,47575,48018,48013,-5,443,-5
378,39860,,27049,"Goodhue County, MN",County or equivalent,47580,47575,48018,48013,-5,443,-5
378,41060,,,"St. Cloud, MN",Metropolitan Statistical Area,199678,199824,200640,201868,146,816,1228
378,41060,,27009,"Benton County, MN",County or equivalent,41381,41357,41496,41463,-24,139,-33
378,41060,,27145,"Stearns County, MN",County or equivalent,158297,158467,159144,160405,170,677,1261
380,,,,"Mobile-Daphne-Fairhope, AL",Combined Statistical Area,661961,662899,667612,672968,938,4713,5356
380,19300,,,"Daphne-Fairhope-Foley, AL",Metropolitan Statistical Area,231761,233219,239361,246435,1458,6142,7074
380,19300,,1003,"Baldwin County, AL",County or equivalent,231761,233219,239361,246435,1458,6142,7074
380,33660,,,"Mobile, AL",Metropolitan Statistical Area,430200,429680,428251,426533,-520,-1429,-1718
380,33660,,1097,"Mobile County, AL",County or equivalent,414812,414353,413017,411411,-459,-1336,-1606
380,33660,,1129,"Washington County, AL",County or equivalent,15388,15327,15234,15122,-61,-93,-112
384,,,,"Monroe-Ruston, LA",Combined Statistical Area,255497,254943,253068,250998,-554,-1875,-2070
384,33740,,,"Monroe, LA",Metropolitan Statistical Area,207099,206639,204915,202869,-460,-1724,-2046
384,33740,,22067,"Morehouse Parish, LA",County or equivalent,25629,25453,25000,24446,-176,-453,-554
384,33740,,22073,"Ouachita Parish, LA",County or equivalent,160364,160096,158919,157702,-268,-1177,-1217
384,33740,,22111,"Union Parish, LA",County or equivalent,21106,21090,20996,20721,-16,-94,-275
384,40820,,,"Ruston, LA",Micropolitan Statistical Area,48398,48304,48153,48129,-94,-151,-24
384,40820,,22061,"Lincoln Parish, LA",County or equivalent,48398,48304,48153,48129,-94,-151,-24
388,,,,"Montgomery-Selma-Alexander City, AL",Combined Statistical Area,476195,475151,473889,473370,-1044,-1262,-519
388,10760,,,"Alexander City, AL",Micropolitan Statistical Area,51698,51627,51498,51143,-71,-129,-355
388,10760,,1037,"Coosa County, AL",County or equivalent,10382,10341,10366,10166,-41,25,-200
388,10760,,1123,"Tallapoosa County, AL",County or equivalent,41316,41286,41132,40977,-30,-154,-155
388,33860,,,"Montgomery, AL",Metropolitan Statistical Area,386034,385350,384826,385460,-684,-524,634
388,33860,,1001,"Autauga County, AL",County or equivalent,58802,58902,59210,59759,100,308,549
388,33860,,1051,"Elmore County, AL",County or equivalent,87974,87853,88737,89563,-121,884,826
388,33860,,1085,"Lowndes County, AL",County or equivalent,10310,10273,9926,9777,-37,-347,-149
388,33860,,1101,"Montgomery County, AL",County or equivalent,228948,228322,226953,226361,-626,-1369,-592
388,42820,,,"Selma, AL",Micropolitan Statistical Area,38463,38174,37565,36767,-289,-609,-798
388,42820,,1047,"Dallas County, AL",County or equivalent,38463,38174,37565,36767,-289,-609,-798
390,,,,"Morgantown-Fairmont, WV",Combined Statistical Area,196247,196322,196874,196993,75,552,119
390,21900,,,"Fairmont, WV",Micropolitan Statistical Area,56211,56230,56117,55952,19,-113,-165
390,21900,,54049,"Marion County, WV",County or equivalent,56211,56230,56117,55952,19,-113,-165
390,34060,,,"Morgantown, WV",Metropolitan Statistical Area,140036,140092,140757,141041,56,665,284
390,34060,,54061,"Monongalia County, WV",County or equivalent,105822,105905,106487,106869,83,582,382
